DBN,School  Information                                                                                                         School Name,Location Type,"Total Guidance Counselors (GC) & Social Workers (SW)


(includes GCs, SWs, ATRs, School Response Clinicians, High Needs Counselors, High Need SWs, Single Shepherds, Bridging the Gap SWs)",Total GC,Total SW,Counts by Role Specificaiton           Full-time GC,Counts by Role Specification                       Full-Time SW,Count by Role Specification          Part-time GC,Count by Role Specification           Part-Time SW,Additional Role Specifications      Bilingual GC,Additional Role Specifications        Bilingual SW,Additional Role Specifications        GC Serving More than One Location,Additional Role Specifications        SW Serving More than One Location,Program Designations Included in Counts      Bridging the Gap,Program Designations Included in Counts        High Needs SW,Program Designations Included in Counts        High Needs GC,Program Designations Included in Counts        School Response Clinician,Program Designations Included in Counts               Single Shepherd,Additional Supports      Learning to Work,Additional Supports              CBO Partner,Enrollment and Ratios   2019-20 SY Enrollment,Enrollment and Ratios           Ratio GC & SW,Enrollment and Ratios                   Ratio GC Only,Enrollment and Ratios                     Ratio SW Only
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,430,430,430,430
06M211,Inwood Early College for Health and Information Te,HIGH SCHOOL,3.3,1,2.3,1,2,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,459,141,459,204
06M223,The Mott Hall School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,290,145,145,290
06M278,Paula Hedbavny School,K-8,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,521,521,521,521
06M293,City College Academy of the Arts,SECONDARY SCHOOL,3.2,3,0.2,3,0,0,0.2,2,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,612,191,204,612
06M311,Amistad Dual Language School,K-8,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,427,427,427,427
06M314,Muscota,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,302,302,302,302
06M319,M.S. 319 - Maria Teresa,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,386,193,386,386
06M322,Middle School 322,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,325,325,325,325
06M324,M.S. 324 - Patria Mirabal,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,319,319,319,319
06M328,Community Math & Science Prep,JUNIOR HIGH-INTERMEDIATE-MIDDLE,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,167,167,167,167
06M346,Community Health Academy of the Heights,SECONDARY SCHOOL,4.2,2,2.2,2,2,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,695,165,348,316
06M348,Washington Heights Expeditionary Learning School,K-12 ALL GRADES,5.2,0,5.2,0,5,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,890,171,890,171
06M349,Harbor Heights,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,123,123,123,123
06M366,Washington Heights Academy,K-8,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,579,290,290,579
06M368,Hamilton Heights School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,160,160,160,160
06M423,High School for Excellence and Innovation,HIGH SCHOOL,2.0,2,0,2,0,0,0,1,0,0,0,na,na,na,na,na,Learning to Work,na,189,95,95,189
06M462,The College Academy,HIGH SCHOOL,2.0,2,0,2,0,0,0,2,0,0,0,na,na,na,na,na,na,na,367,184,184,367
06M463,High School for Media and Communications,HIGH SCHOOL,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,350,117,117,350
06M467,High School for Law and Public Service,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,445,148,223,445
06M468,High School for Health Careers and Sciences,HIGH SCHOOL,2.0,2,0,2,0,0,0,1,0,0,0,na,na,na,na,na,na,na,401,201,201,401
06M513,Castle Bridge School,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,189,189,189,189
06M528,I.S. 528 Bea Fuller Rodgers School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,248,248,248,248
06M540,A. Philip Randolph Campus High School,HIGH SCHOOL,9.0,7,2,7,2,0,0,2,0,0,0,Bridging the Gap,na,na,na,na,na,na,1409,157,201,705
06M552,Gregorio Luperon High School for Science and Mathe,HIGH SCHOOL,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,521,174,174,521
07X001,P.S. 001 Courtlandt School,ELEMENTARY,4.0,2,2,2,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,621,155,311,311
07X005,P.S. 5 Port Morris,K-8,6.0,3,3,3,3,0,0,0,0,0,0,na,na,na,na,Single Shepherd,na,na,663,111,221,221
07X018,P.S. 018 John Peter Zenger,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,559,280,559,559
07X025,P.S. 025 Bilingual School,ELEMENTARY,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,531,177,266,531
07X029,P.S./M.S. 029 Melrose School,K-8,5.0,1,4,1,4,0,0,0,1,0,0,na,na,na,na,Single Shepherd,na,na,795,159,795,199
07X030,P.S. 030 Wilton,ELEMENTARY,4.0,2,2,2,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,527,132,264,264
07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,4.0,1,3,1,3,0,0,0,0,0,0,na,na,na,na,Single Shepherd,na,na,691,173,691,230
07X043,P.S. 043 Jonas Bronck,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,414,207,414,414
07X049,P.S. 049 Willis Avenue,ELEMENTARY,4.0,2,2,2,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,651,163,326,326
07X065,P.S. 065 Mother Hale Academy,ELEMENTARY,3.6,1.6,2,1,2,0.6,0,0,0,0.6,0,Bridging the Gap,na,na,na,na,na,na,357,99,223,179
07X151,J.H.S. 151 Lou Gehrig,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.3,3,1.3,3,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,189,44,63,151
07X154,P.S. 154 Jonathan D. Hyatt,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,302,151,151,302
07X157,P.S. 157 Grove Hill,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,593,198,593,297
07X161,P.S. 161 Juan Ponce De Leon School,ELEMENTARY,3.0,2,1,2,1,0,0,1,0,0,0,na,na,na,na,na,na,na,453,151,227,453
07X179,P.S. 179,ELEMENTARY,1.4,1.4,0,1,0,0.4,0,0,0,0.4,0,na,na,High Needs GC,na,na,na,na,312,223,223,312
07X221,South Bronx Preparatory: A College Board School,SECONDARY SCHOOL,4.3,4,0.3,4,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,652,153,163,652
07X223,The Laboratory School of Finance and Technology: X,SECONDARY SCHOOL,7.0,5,2,5,2,0,0,1,0,0,0,na,na,na,na,Single Shepherd,na,na,683,98,137,342
07X224,P.S./I.S. 224,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5.3,4,1.3,4,1,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,281,54,70,225
07X259,"H.E.R.O. High (Health, Education, and Research Occ",HIGH SCHOOL,5.3,0,5.3,0,5,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,532,100,532,100
07X277,P.S. 277,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,438,219,438,438
07X296,South Bronx Academy for Applied Media,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,1,2.3,1,2,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,216,65,216,93
07X298,Academy of Public Relations,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5.0,2,3,2,3,0,0,1,0,0,0,na,na,na,na,Single Shepherd,na,na,250,50,125,83
07X334,International Community High School,HIGH SCHOOL,8.0,5,3,5,3,0,0,1,0,0,0,na,na,na,na,Single Shepherd,na,na,410,51,82,137
07X343,Academy of Applied Mathematics and Technology,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.3,2,2.3,2,2,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,301,71,151,134
07X359,Concourse Village Elementary School,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,339,170,339,339
07X369,Young Leaders Elementary School,ELEMENTARY,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,248,248,248,248
07X379,Jill Chaifetz Transfer High School,HIGH SCHOOL,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,Single Shepherd,Learning to Work,na,209,105,209,209
07X381,Bronx Haven High School,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,Single Shepherd,Learning to Work,na,169,85,85,169
07X427,Community School for Social Justice,HIGH SCHOOL,7.0,4,3,4,3,0,0,0,0,0,0,na,na,na,na,Single Shepherd,na,na,310,44,78,103
07X473,Mott Haven Village Preparatory High School,HIGH SCHOOL,6.0,2,4,2,4,0,0,1,0,0,0,na,na,na,na,Single Shepherd,na,na,302,50,151,76
07X495,University Heights Secondary School,HIGH SCHOOL,8.2,4.2,4,4,4,0.2,0,0,0,0,0,na,na,na,na,Single Shepherd,na,na,581,71,138,145
07X500,Hostos-Lincoln Academy of Science,SECONDARY SCHOOL,7.3,5,2.3,5,2,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,535,74,107,238
07X522,Bronx Design and Construction Academy,HIGH SCHOOL,10.0,6,4,6,4,0,0,0,1,0,0,na,na,na,na,Single Shepherd,na,na,382,38,64,96
07X527,Bronx Leadership Academy II High School,HIGH SCHOOL,7.0,2,5,2,5,0,0,1,0,0,0,na,na,na,na,Single Shepherd,na,na,496,71,248,99
07X548,Careers in Sports High School,HIGH SCHOOL,8.0,5,3,5,3,0,0,0,0,0,0,na,na,na,na,Single Shepherd,na,"Wediko Children's Services, Inc.",499,62,100,166
07X551,The Urban Assembly Bronx Academy of Letters,SECONDARY SCHOOL,9.3,5,4.3,5,4,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,586,63,117,138
07X557,Mott Haven Community High School,HIGH SCHOOL,6.0,2,4,2,4,0,0,0,0,0,0,na,na,na,na,Single Shepherd,Learning to Work,na,244,41,122,61
07X584,I.S. 584,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.3,3,1.3,3,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,Single Shepherd,na,na,247,57,82,185
07X600,Alfred E. Smith Career and Technical Education Hig,HIGH SCHOOL,5.0,3,2,3,2,0,0,1,0,0,0,na,na,na,na,Single Shepherd,na,na,435,87,145,218
07X625,Walkabout Bronx High School,HIGH SCHOOL,0.4,0.4,0,0,0,0.4,0,0,0,0,0,na,na,na,na,na,na,na,51,51,51,51
07X670,Health Opportunities High School,HIGH SCHOOL,7.0,4,3,4,3,0,0,1,0,0,0,na,na,na,na,Single Shepherd,na,na,476,68,119,159
08X014,P.S. X014 Senator John Calandra,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,563,563,563,563
08X036,P.S. 036 Unionport,ELEMENTARY,1.2,1,0.2,1,0,0,0.2,1,0,0,0.2,na,na,na,na,na,na,na,749,624,749,749
08X048,P.S. 048 Joseph R. Drake,ELEMENTARY,5.0,2,3,2,3,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,639,128,320,213
08X062,P.S. 062 Inocensio Casanova,ELEMENTARY,2.8,0,2.8,0,2,0,0.8,0,1,0,0.8,Bridging the Gap,na,na,na,na,na,na,619,221,619,221
08X069,P.S. 069 Journey Prep School,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,613,307,613,613
08X071,P.S. 071 Rose E. Scala,K-8,8.0,4,4,4,4,0,0,0,0,0,0,na,na,na,na,na,na,na,1455,182,364,364
08X072,P.S. 072 Dr. William Dorney,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,732,244,366,732
08X075,P.S. 75 School of Research and Discovery,ELEMENTARY,3.0,1,2,1,2,0,0,1,1,0,0,Bridging the Gap,na,na,na,na,na,na,602,201,602,301
08X093,P.S. 093 Albert G. Oliver,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,393,393,393,393
08X100,P.S. 100 Isaac Clason,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,542,271,271,542
08X101,M.S. X101 Edward R. Byrne,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,545,545,545,545
08X107,P.S. 107,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,578,193,578,289
08X119,The Dr. Emmett W. Bassett School,ELEMENTARY,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,743,248,372,743
08X123,J.H.S. 123 James M. Kieran,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2,0,2,0,0,0,1,0,0,0,na,na,na,na,na,na,na,490,245,245,490
08X130,P.S. 130 Abram Stevens Hewitt,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,395,395,395,395
08X131,J.H.S. 131 Albert Einstein,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,"REPLICATIONS, INC.",446,149,223,446
08X138,P.S. 138 Samuel Randall,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,622,207,622,311
08X140,P.S. X140 The Eagle School,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,553,277,553,553
08X146,P.S. 146 Edward Collins,ELEMENTARY,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,394,394,394,394
08X152,P.S. 152 Evergreen,ELEMENTARY,5.0,3,2,3,2,0,0,2,0,0,0,Bridging the Gap,na,na,na,na,na,na,767,153,256,384
08X182,P.S. 182,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,682,341,682,682
08X269,Bronx Studio School for Writers and Artists,SECONDARY SCHOOL,6.0,3,3,3,3,0,0,0,0,0,0,na,na,na,na,na,na,na,611,102,204,204
08X282,Women's Academy of Excellence,HIGH SCHOOL,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,230,184,230,230
08X293,Renaissance High School for Musical Theater and th,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,431,216,216,431
08X301,M.S. 301 Paul L. Dunbar,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,"Global Kids, Inc.",199,100,199,199
08X302,M.S. 302 Luisa Dessus Cruz,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,3,1,3,1,0,0,1,1,0,0,na,na,na,na,na,na,na,484,121,161,484
